student_index,school_index,course_id,section_id,topic_id,module_type,submodule_type,tag_code,question_id,difficulty,right_answer,user_answer,is_right,is_view_answer,is_view_analyze,cost_time,stime,ctime
22,2,1238,37971,20427,2050,0,wl_dcx_dlhdl_15,ed5ed85b-af43-11e8-8ce1-7cd30ae45aec,3,"""C""",A,0,0,0,34,2018-12-01 08:26:50,2018-12-01 08:27:24
22,2,1238,37971,20427,2050,0,wl_dcx_dlhdl_15,ed6ea91f-af43-11e8-8ce1-7cd30ae45aec,3,"""C""",B,0,0,0,163,2018-12-01 08:27:31,2018-12-01 08:30:14
22,2,1238,37971,20427,2050,0,wl_dcx_dlhdl_15,a02cf66f-97be-11e7-b802-00163e1004d0,5,"""C""",C,1,0,1,57,2018-12-01 08:30:34,2018-12-01 08:31:31
22,2,1238,37971,20427,2050,0,wl_dcx_dlhdl_15,a039cdec-97be-11e7-b802-00163e1004d0,4,"""B""",B,1,0,0,50,2018-12-01 08:31:34,2018-12-01 08:32:24
22,2,1238,37971,20427,2050,0,wl_dcx_dyhdz_05,edc0a006-af44-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,23,2018-12-01 08:35:14,2018-12-01 08:35:37
22,2,1238,37971,20427,2050,0,wl_dcx_dyhdz_05,edc7df02-af44-11e8-8ce1-7cd30ae45aec,3,"""C""",C,1,0,0,14,2018-12-01 08:35:38,2018-12-01 08:35:52
22,2,1238,37971,20427,2050,0,wl_dcx_dyhdz_05,08b73291-9dcb-11e7-bc9f-00163e1004d0,5,"""C""",C,1,0,0,46,2018-12-01 08:35:54,2018-12-01 08:36:40
22,2,1238,37971,20427,2050,0,wl_dcx_dyhdz_05,08701812-9dcb-11e7-bc9f-00163e1004d0,7,"""D""",D,1,0,0,28,2018-12-01 08:36:42,2018-12-01 08:37:10
22,2,1238,37971,20427,2052,0,wl_dcx_dyhdz_14,ed286642-af42-11e8-8ce1-7cd30ae45aec,3,"""D""",D,1,0,0,37,2018-12-01 08:38:30,2018-12-01 08:40:08
22,2,1238,37971,20427,2052,0,wl_dcx_dyhdz_14,ed333cce-af42-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,55,2018-12-01 08:40:10,2018-12-01 08:41:05
22,2,1238,37971,20427,2052,0,wl_dcx_dyhdz_14,a6614dc7-a369-11e7-bc9f-00163e1004d0,4,"""B""",B,1,0,0,30,2018-12-01 08:41:07,2018-12-01 08:41:37
22,2,1238,37971,20427,2052,0,wl_dcx_dyhdz_14,a6b55964-a369-11e7-bc9f-00163e1004d0,6,"[[""\u706f\u6ce1""],[""\u7535\u94c3""],[""\u706f\u6ce1\u548c\u7535\u94c3""]]",;;,0,0,1,437,2018-12-01 08:41:39,2018-12-01 08:48:56
22,2,1238,37971,20427,2052,0,wl_dcx_dyhdz_14,a6782ac1-a369-11e7-bc9f-00163e1004d0,4,"""D""",D,1,0,0,25,2018-12-01 08:56:42,2018-12-01 08:57:07
22,2,1238,37971,20427,2052,0,wl_dcx_dyhdz_14,a6e2d91a-a369-11e7-bc9f-00163e1004d0,6,"""C""",C,1,0,0,24,2018-12-01 08:57:09,2018-12-01 08:57:32
22,2,1238,37971,20427,2052,0,wl_dcx_dyhdz_14,a6db4db7-a369-11e7-bc9f-00163e1004d0,7,"""B""",B,1,0,0,56,2018-12-01 08:57:33,2018-12-01 08:58:29
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_01,b547b88a-af46-11e8-8ce1-7cd30ae45aec,3,"""C""",C,1,0,0,35,2018-12-01 09:02:28,2018-12-01 09:03:03
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_01,b551db45-af46-11e8-8ce1-7cd30ae45aec,3,"""B""",B,1,0,0,22,2018-12-01 09:03:04,2018-12-01 09:03:26
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_01,4a04de32-af0a-11e7-bc9f-00163e1004d0,5,"""B""",B,1,0,0,83,2018-12-01 09:03:28,2018-12-01 09:04:51
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_01,4aa1fd72-af0a-11e7-bc9f-00163e1004d0,7,"[[""A""],[""C""],[""B""],[""0.12""]]",A;D;B;0.12,0,0,0,246,2018-12-01 09:04:53,2018-12-01 09:08:59
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_01,49e7d1d1-af0a-11e7-bc9f-00163e1004d0,4,"""C""",B,0,0,0,28,2018-12-01 09:09:13,2018-12-01 09:09:40
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_01,49ef10f6-af0a-11e7-bc9f-00163e1004d0,3,"""C""",D,0,0,1,68,2018-12-01 09:10:05,2018-12-01 09:11:13
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_01,49f6362d-af0a-11e7-bc9f-00163e1004d0,3,"""B""",B,1,0,1,76,2018-12-01 09:11:27,2018-12-01 09:12:43
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_02,1fd8d74c-af47-11e8-8ce1-7cd30ae45aec,3,"""D""",D,1,0,0,101,2018-12-01 09:15:56,2018-12-01 09:17:37
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_02,1fe3783d-af47-11e8-8ce1-7cd30ae45aec,3,"""B""",B,1,0,0,21,2018-12-01 09:17:38,2018-12-01 09:17:59
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_02,4b095886-af0a-11e7-bc9f-00163e1004d0,4,"""C""",C,1,0,1,25,2018-12-01 09:18:01,2018-12-01 09:18:26
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_02,4b281848-af0a-11e7-bc9f-00163e1004d0,3,"""D""",D,1,0,0,34,2018-12-01 09:18:32,2018-12-01 09:19:06
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_02,4b56f86a-af0a-11e7-bc9f-00163e1004d0,5,"""C""",C,1,0,0,32,2018-12-01 09:19:08,2018-12-01 09:19:40
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_02,4b7730d9-af0a-11e7-bc9f-00163e1004d0,7,"""A""",A,1,0,1,64,2018-12-01 09:19:41,2018-12-01 09:20:44
22,2,1238,37971,20427,2052,0,wl_dcx_omdl1_02,4b462f5b-af0a-11e7-bc9f-00163e1004d0,5,"""C""",C,1,0,0,20,2018-12-01 09:20:45,2018-12-01 09:21:05
15,2,1238,37973,21527,2052,0,wl_dcx_omdl2_03,b166b938-0a57-11e8-a91b-00163e02f9d2,5,"[[""12""]]","1\, 2",1,0,1,557,2018-12-02 16:19:16,2018-12-02 16:28:33
37,2,1238,37973,21527,2052,0,wl_dcx_omdl2_02,7dfae006-ba63-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,9,2018-12-02 16:31:45,2018-12-02 16:31:54
37,2,1238,37973,21527,2052,0,wl_dcx_omdl2_02,7e044b6d-ba63-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,18,2018-12-02 16:31:55,2018-12-02 16:32:13
